analysis_type,SITE_ID,Start_Date,End_Date,Num_Years,acf_SO2_Lag,fft_SO2_Period,acf_SO4_Lag,fft_SO4_Period,acf_HNO3_Lag,fft_HNO3_Period,acf_NO3_Lag,fft_NO3_Period,acf_TNO3_Lag,fft_TNO3_Period,acf_NH4_Lag,fft_NH4_Period,acf_CA_Lag,fft_CA_Period,acf_K_Lag,fft_K_Period,acf_MG_Lag,fft_MG_Period,acf_Sodium_Lag,fft_Sodium_Period
same5len,PAL190,2007-04-24,2012-04-24,5.0,50,54,59,54,21,54,43,54,56.0,90.0,8,24.55,68,135,30,54,22,54,22,54
same3len,PAL190,2016-05-17,2019-05-17,3.0,16,53.33,13,53.33,4,53.33,33,53.33,43.0,26.67,33,6.67,39,160,24,80,14,80,14,53.33
same3len,PAL190,2007-04-24,2010-04-24,3.0,19,53.33,58,53.33,11,53.33,8,53.33,8.0,80,31,22.86,22,160,30,32,22,160,22,53.33
same3len,PAL190,2010-04-24,2013-04-24,3.0,26,53.33,8,53.33,9,53.33,16,53.33,7.0,8.42,8,7.27,66,80,31,53.33,31,53.33,93,53.33
seg,PAR107,2008-02-05,2015-10-27,7.72,56,50.62,23,50.62,10,50.62,14,50.62,52.0,50.62,81,50.62,65,50.62,33,25.31,65,50.62,17,50.62
seg,PAR107,2001-11-27,2008-01-29,6.17,17,54,35,54.0,12,54,NA,NA,15.0,54.0,90,54.0,7,54,NA,NA,7,54,87,54
same5len,PAR107,2008-02-05,2013-02-05,5.0,73,54,23,54,10,54,NA,NA,65.0,54.0,16,54.0,65,54,48,27,65,54,17,54
same5len,PAR107,2001-11-27,2006-11-27,5.0,17,54,35,54,12,54,NA,NA,15.0,54.0,90,54.0,7,54,NA,NA,7,54,7,54
same3len,PAR107,2015-11-03,2018-11-03,3.0,NA,NA,47,53.33,98,53.33,21,53.33,51.0,53.33,9,26.67,41,53.33,34,26.67,59,53.33,91,53.33
same3len,PAR107,2020-11-24,2023-11-24,3.0,28,53.33,68,53.33,50,53.33,52,53.33,21.0,53.33,19,26.67,8,53.33,24,53.33,52,53.33,71,53.33
same3len,PAR107,2008-02-05,2011-02-05,3.0,17,53.33,23,53.33,10,53.33,14,53.33,25.0,53.33,52,53.33,31,53.33,48,26.67,31,53.33,19,53.33
same3len,PAR107,2011-02-05,2014-02-05,3.0,49,53.33,15,53.33,10,53.33,NA,NA,14.0,53.33,23,53.33,33,53.33,33,26.67,33,53.33,39,53.33
same3len,PAR107,2004-11-27,2007-11-27,3.0,15,53.33,94,53.33,12,53.33,NA,NA,12.0,53.33,7,53.33,47,53.33,47,26.67,75,53.33,26,53.33
same3len,PAR107,2001-11-27,2004-11-27,3.0,13,53.33,35,53.33,42,80,11,53.33,13.0,53.33,90,53.33,57,53.33,NA,NA,7,53.33,7,53.33
seg,PED108,2004-07-13,2014-03-11,9.66,122,51.2,54,51.2,132,51.2,NA,NA,51.0,51.2,221,51.2,90,51.2,17,51.2,213,51.2,213,26.95
same5len,PED108,2004-07-13,2009-07-13,5.0,88,54,70,54,110,54,NA,NA,39.0,54.0,70,54.0,72,54,63,54,60,54,54,27
same3len,PED108,2007-07-13,2010-07-13,3.0,29,53.33,31,53.33,96,53.33,NA,NA,15.0,53.33,5,53.33,13,53.33,17,53.33,18,26.67,18,26.67
same3len,PED108,2010-07-13,2013-07-13,3.0,21,53.33,79,53.33,47,40,9,53.33,51.0,53.33,79,26.67,16,26.67,14,53.33,21,26.67,9,53.33
same3len,PED108,2014-03-18,2017-03-18,3.0,29,53.33,44,53.33,76,53.33,10,53.33,44.0,53.33,29,26.67,11,26.67,33,53.33,11,26.67,7,26.67
same3len,PED108,2020-01-07,2023-01-07,3.0,7,53.33,38,53.33,15,53.33,39,53.33,58.0,53.33,33,26.67,73,26.67,11,53.33,11,26.67,32,7.62
same3len,PED108,2004-07-13,2007-07-13,3.0,53,53.33,54,53.33,20,53.33,NA,NA,20.0,53.33,70,53.33,97,53.33,17,53.33,23,53.33,54,20
seg,PET427,2002-09-24,2015-03-24,12.5,66,25.96,54,51.92,47,51.92,93,51.92,47.0,51.92,54,51.92,162,51.92,238,51.92,37,51.92,122,51.92
same5len,PET427,2002-09-24,2007-09-24,5.0,32,54,54,54,20,54,5,54,20.0,27.0,47,54.0,21,54,77,54,18,54,54,54
same5len,PET427,2007-09-24,2012-09-24,5.0,4,54,175,54,4,54,4,54,4.0,54.0,41,54.0,26,27,76,54,76,54,20,54
same3len,PET427,2002-09-24,2005-09-24,3.0,24,26.67,21,53.33,54,53.33,5,53.33,59.0,53.33,27,53.33,21,53.33,39,53.33,82,53.33,16,53.33
same3len,PET427,2011-09-24,2014-09-24,3.0,39,26.67,54,53.33,8,26.67,43,53.33,4.0,26.67,54,53.33,4,53.33,98,53.33,8,53.33,18,53.33
same3len,PET427,2008-09-24,2011-09-24,3.0,45,53.33,7,53.33,4,53.33,4,53.33,66.0,8,68,53.33,11,26.67,4,53.33,6,53.33,53,53.33
same3len,PET427,2005-09-24,2008-09-24,3.0,68,26.67,5,53.33,7,53.33,37,53.33,47.0,53.33,5,53.33,30,53.33,37,53.33,68,53.33,29,53.33
same3len,PET427,2019-01-22,2022-01-22,3.0,20,160,6,53.33,52,53.33,43,53.33,46.0,53.33,6,53.33,11,53.33,59,53.33,11,53.33,81,53.33
seg,PIN414,2000-01-04,2006-01-03,6.0,49,53.33,15,53.33,88,53.33,37,53.33,37.0,53.33,27,53.33,46,53.33,106,53.33,32,53.33,32,53.33
same5len,PIN414,2000-01-04,2005-01-04,5.0,49,54,15,54,54,54,37,54,35.0,54.0,45,54.0,99,54,106,54,32,54,32,54
same3len,PIN414,2006-02-07,2009-02-07,3.0,4,53.33,23,53.33,45,53.33,38,53.33,19.0,53.33,15,53.33,59,53.33,38,53.33,5,53.33,5,53.33
same3len,PIN414,2010-02-02,2013-02-02,3.0,33,53.33,6,53.33,51,53.33,20,53.33,39.0,53.33,42,53.33,5,53.33,55,53.33,6,53.33,53,53.33
same3len,PIN414,2014-12-30,2017-12-30,3.0,15,53.33,26,53.33,54,53.33,48,53.33,45.0,53.33,93,53.33,33,53.33,7,53.33,26,53.33,26,53.33
same3len,PIN414,2000-01-04,2003-01-04,3.0,54,53.33,15,53.33,33,53.33,67,53.33,35.0,53.33,45,53.33,46,53.33,9,53.33,75,53.33,32,53.33
seg,PND165,2012-07-24,2024-07-09,11.96,230,52.08,4,52.08,76,52.08,179,52.08,175.0,52.08,9,52.08,47,52.08,NA,NA,NA,NA,112,52.08
same5len,PND165,2012-07-24,2017-07-24,5.0,94,38.57,4,54,49,54,25,54,105.0,54.0,56,54.0,114,54,NA,NA,NA,NA,18,54
same5len,PND165,2017-07-24,2022-07-24,5.0,73,54,19,54,46,54,134,54,7.0,54.0,9,54.0,24,54,99,54,NA,NA,11,54
same3len,PND165,2015-07-24,2018-07-24,3.0,72,80,20,53.33,37,53.33,53,53.33,47.0,53.33,23,53.33,47,53.33,56,53.33,67,53.33,101,16
same3len,PND165,2005-04-12,2008-04-12,3.0,45,53.33,45,53.33,45,53.33,45,53.33,45.0,53.33,45,53.33,40,53.33,30,53.33,NA,NA,17,53.33
same3len,PND165,2000-07-18,2003-07-18,3.0,60,17.78,57,53.33,17,53.33,27,26.67,17.0,53.33,81,53.33,59,53.33,63,53.33,NA,NA,13,53.33
same3len,PND165,2018-07-24,2021-07-24,3.0,48,26.67,19,53.33,46,53.33,4,26.67,4.0,53.33,9,53.33,47,53.33,4,53.33,NA,NA,4,26.67
same3len,PND165,2012-07-24,2015-07-24,3.0,26,40,30,53.33,66,53.33,61,53.33,98.0,53.33,56,53.33,NA,NA,35,53.33,NA,NA,24,22.86
seg,PNF126,2000-01-04,2018-01-09,18.02,206,53.33,61,53.33,242,53.33,NA,NA,75.0,53.33,167,53.33,104,25.95,68,53.33,NA,NA,17,53.33
same5len,PNF126,2005-01-04,2010-01-04,5.0,8,54,4,54,114,54,NA,NA,4.0,54.0,4,54.0,44,54,96,54,44,54,98,90
same5len,PNF126,2010-01-04,2015-01-04,5.0,47,54,29,54,61,54,63,54,51.0,54.0,5,54.0,51,27,24,54,53,54,33,54
same5len,PNF126,2000-01-04,2005-01-04,5.0,48,54,24,54,26,54,NA,NA,15.0,54.0,4,54.0,37,12.86,17,54,26,54,31,135
same3len,PNF126,2009-01-04,2012-01-04,3.0,9,53.33,29,53.33,10,53.33,21,53.33,32.0,53.33,87,53.33,33,53.33,55,53.33,33,53.33,17,53.33
same3len,PNF126,2012-01-04,2015-01-04,3.0,20,53.33,24,53.33,25,53.33,29,53.33,31.0,53.33,5,53.33,29,26.67,24,53.33,18,53.33,33,53.33
same3len,PNF126,2003-01-04,2006-01-04,3.0,80,53.33,24,53.33,43,53.33,NA,NA,4.0,53.33,4,53.33,104,26.67,111,53.33,29,53.33,22,11.43
same3len,PNF126,2006-01-04,2009-01-04,3.0,13,53.33,41,53.33,38,53.33,NA,NA,42.0,53.33,4,53.33,13,53.33,78,53.33,44,53.33,6,53.33
same3len,PNF126,2015-01-04,2018-01-04,3.0,59,53.33,79,53.33,18,53.33,102,53.33,51.0,53.33,24,53.33,11,53.33,50,53.33,89,53.33,89,7.27
same3len,PNF126,2019-04-30,2022-04-30,3.0,NA,NA,63,53.33,15,53.33,38,53.33,15.0,53.33,13,53.33,10,26.67,41,53.33,5,53.33,101,8.42
same3len,PNF126,2000-01-04,2003-01-04,3.0,7,53.33,11,53.33,26,53.33,NA,NA,15.0,53.33,11,53.33,37,26.67,11,53.33,26,53.33,56,14.55
seg,PRK134,2012-12-04,2024-07-09,11.59,50,52.08,153,52.08,52,52.08,6,52.08,52.0,52.08,58,52.08,152,52.08,52,52.08,15,52.08,NA,NA
seg,PRK134,2000-01-04,2007-03-27,7.23,16,54.86,68,4.17,75,54.86,34,54.86,71.0,54.86,71,54.86,73,54.86,167,54.86,118,54.86,NA,NA
same5len,PRK134,2000-01-04,2005-01-04,5.0,16,54,68,4.15,98,54,18,54,71.0,54.0,95,54.0,18,54,NA,NA,27,54,48,54
same5len,PRK134,2017-12-04,2022-12-04,5.0,65,54,6,54,52,54,37,54,52.0,54.0,49,54.0,37,54,52,54,52,54,20,54
same5len,PRK134,2012-12-04,2017-12-04,5.0,5,54,27,8.18,45,54,51,54,10.0,54.0,58,54.0,74,54,101,27,74,54,37,54
same3len,PRK134,2018-12-04,2021-12-04,3.0,9,53.33,9,53.33,28,53.33,12,53.33,15.0,53.33,49,53.33,37,53.33,28,53.33,52,53.33,20,53.33
same3len,PRK134,2015-12-04,2018-12-04,3.0,50,53.33,14,53.33,39,53.33,6,53.33,6.0,53.33,6,53.33,5,53.33,26,26.67,5,53.33,47,53.33
same3len,PRK134,2012-12-04,2015-12-04,3.0,45,53.33,27,6.4,45,53.33,19,53.33,10.0,53.33,5,53.33,74,53.33,NA,NA,74,53.33,7,53.33
same3len,PRK134,2000-01-04,2003-01-04,3.0,33,53.33,29,53.33,31,53.33,42,53.33,27.0,53.33,27,53.33,21,53.33,7,53.33,42,53.33,22,53.33
same3len,PRK134,2003-01-04,2006-01-04,3.0,16,53.33,68,13.33,30,53.33,25,53.33,16.0,53.33,8,53.33,27,53.33,16,53.33,73,53.33,16,53.33
same3len,PRK134,2007-10-09,2010-10-09,3.0,42,53.33,11,6.4,21,53.33,96,53.33,98.0,53.33,19,53.33,13,16,6,26.67,17,4.21,4,53.33
seg,PSU106,2000-01-04,2022-05-10,22.35,107,52.17,114,52.17,179,52.17,255,52.17,164.0,52.17,125,26.09,11,26.09,NA,NA,NA,NA,NA,NA
same5len,PSU106,2010-01-04,2015-01-04,5.0,25,54,133,27,22,54,40,54,27.0,54.0,25,27.0,40,54,47,54,40,54,6,54
same5len,PSU106,2005-01-04,2010-01-04,5.0,114,54,6,54,46,54,59,54,91.0,54.0,32,27.0,17,54,60,54,17,54,54,54
same5len,PSU106,2000-01-04,2005-01-04,5.0,47,54,15,54,78,54,62,54,167.0,54.0,110,54.0,42,14.21,NA,NA,NA,NA,112,54
same5len,PSU106,2015-01-04,2020-01-04,5.0,38,54,12,27,41,54,61,54,35.0,54.0,12,54.0,85,54,25,27,56,54,81,54
same3len,PSU106,2006-01-04,2009-01-04,3.0,11,53.33,32,53.33,46,53.33,73,53.33,21.0,53.33,16,26.67,17,53.33,26,53.33,20,53.33,46,53.33
same3len,PSU106,2009-01-04,2012-01-04,3.0,56,53.33,25,53.33,50,53.33,31,53.33,25.0,53.33,25,26.67,31,5.93,26,53.33,31,53.33,48,53.33
same3len,PSU106,2018-01-04,2021-01-04,3.0,46,53.33,NA,NA,13,53.33,75,53.33,9.0,53.33,51,53.33,97,53.33,46,53.33,16,53.33,33,53.33
same3len,PSU106,2000-01-04,2003-01-04,3.0,36,53.33,35,53.33,11,53.33,9,53.33,11.0,53.33,20,53.33,33,53.33,20,53.33,108,53.33,8,53.33
same3len,PSU106,2012-01-04,2015-01-04,3.0,6,53.33,71,26.67,51,53.33,48,53.33,27.0,53.33,5,26.67,40,26.67,27,26.67,40,53.33,31,53.33
same3len,PSU106,2015-01-04,2018-01-04,3.0,43,53.33,12,26.67,27,53.33,7,53.33,35.0,53.33,12,26.67,15,26.67,50,53.33,15,53.33,18,53.33
same3len,PSU106,2003-01-04,2006-01-04,3.0,47,53.33,18,53.33,21,53.33,17,53.33,34.0,53.33,48,53.33,7,53.33,NA,NA,NA,NA,67,53.33
seg,QAK172,2000-01-04,2012-06-26,12.48,173,51.92,72,51.92,21,51.92,159,51.92,218.0,51.92,32,51.92,42,51.92,NA,NA,42,51.92,25,51.92
seg,QAK172,2012-07-10,2021-06-29,8.97,23,53.33,9,53.33,67,53.33,209,53.33,149.0,53.33,105,25.26,196,53.33,116,53.33,52,53.33,22,53.33
same5len,QAK172,2012-07-10,2017-07-10,5.0,101,54,24,54,129,54,68,54,52.0,54.0,24,27.0,59,54,47,54,59,54,78,54
same5len,QAK172,2005-01-04,2010-01-04,5.0,84,54,NA,NA,47,54,25,54,35.0,54.0,14,54.0,49,54,NA,NA,59,54,19,54
same5len,QAK172,2000-01-04,2005-01-04,5.0,67,54,99,54,24,45,98,54,24.0,54.0,17,54.0,42,54,67,54,42,54,25,54
same3len,QAK172,2009-01-04,2012-01-04,3.0,45,53.33,25,53.33,55,53.33,91,53.33,52.0,53.33,85,26.67,5,53.33,19,53.33,29,53.33,42,53.33
same3len,QAK172,2003-01-04,2006-01-04,3.0,65,53.33,7,53.33,21,17.78,15,53.33,44.0,53.33,14,53.33,7,53.33,60,53.33,42,53.33,40,53.33
same3len,QAK172,2012-07-10,2015-07-10,3.0,23,53.33,24,53.33,23,53.33,11,53.33,5.0,53.33,58,26.67,11,26.67,57,53.33,43,53.33,6,53.33
same3len,QAK172,2015-07-10,2018-07-10,3.0,8,53.33,34,53.33,8,53.33,51,53.33,10.0,53.33,51,26.67,56,53.33,5,53.33,56,53.33,4,53.33
same3len,QAK172,2006-01-04,2009-01-04,3.0,15,53.33,75,53.33,47,32,27,53.33,56.0,53.33,75,53.33,13,53.33,52,53.33,59,53.33,19,53.33
same3len,QAK172,2000-01-04,2003-01-04,3.0,48,53.33,NA,NA,66,14.55,43,53.33,14.0,53.33,17,53.33,75,53.33,30,53.33,NA,NA,25,53.33
seg,RED004,2014-09-23,2022-02-01,7.36,46,50,123,50.0,105,50,11,50,11.0,50.0,6,50.0,220,50,52,50,113,50,NA,NA
same5len,RED004,2014-09-23,2019-09-23,5.0,33,54,34,54,105,54,43,54,140.0,54.0,140,54.0,79,54,6,54,76,54,85,54
same3len,RED004,2022-02-08,2025-02-08,3.0,36,53.33,43,80,47,53.33,18,53.33,43.0,53.33,12,53.33,34,53.33,43,53.33,34,53.33,56,53.33
same3len,RED004,2017-09-23,2020-09-23,3.0,11,53.33,28,53.33,82,53.33,NA,NA,62.0,53.33,NA,NA,32,53.33,47,53.33,32,53.33,5,53.33
same3len,RED004,2014-09-23,2017-09-23,3.0,13,53.33,9,53.33,6,53.33,41,53.33,41.0,53.33,11,53.33,5,53.33,32,53.33,82,53.33,16,53.33
seg,ROM206,2006-12-26,2024-05-07,17.36,94,53.33,11,53.33,102,53.33,53,53.33,98.0,53.33,48,53.33,4,53.33,NA,NA,NA,NA,NA,NA
same5len,ROM206,2011-12-26,2016-12-26,5.0,96,54,86,54,21,54,16,54,55.0,54.0,94,54.0,108,54,14,54,NA,NA,140,54
same5len,ROM206,2006-12-26,2011-12-26,5.0,43,54,11,54,17,54,56,54,56.0,54.0,45,54.0,45,54,45,54,NA,NA,28,54
same5len,ROM206,2016-12-26,2021-12-26,5.0,7,54,90,54,50,54,9,54,21.0,54.0,9,54.0,4,54,4,54,NA,NA,4,54
same3len,ROM206,2018-12-26,2021-12-26,3.0,40,53.33,9,53.33,42,53.33,9,53.33,9.0,53.33,9,53.33,33,53.33,49,53.33,33,53.33,73,53.33
same3len,ROM206,2006-12-26,2009-12-26,3.0,33,53.33,37,53.33,17,53.33,53,53.33,31.0,53.33,45,53.33,27,53.33,9,53.33,NA,NA,28,53.33
same3len,ROM206,2012-12-26,2015-12-26,3.0,90,40,88,53.33,55,53.33,88,53.33,88.0,53.33,94,53.33,8,53.33,8,53.33,24,53.33,42,53.33
same3len,ROM206,2002-01-01,2005-01-01,3.0,9,53.33,15,53.33,83,53.33,49,53.33,49.0,53.33,49,53.33,19,53.33,47,53.33,NA,NA,66,53.33
same3len,ROM206,2009-12-26,2012-12-26,3.0,14,53.33,11,53.33,10,53.33,35,53.33,11.0,53.33,5,53.33,7,53.33,4,53.33,7,53.33,11,53.33
same3len,ROM206,2015-12-26,2018-12-26,3.0,19,80,4,53.33,29,53.33,16,53.33,50.0,53.33,23,53.33,4,53.33,50,53.33,60,53.33,4,53.33
seg,ROM406,2000-01-04,2015-04-07,15.26,32,53.33,207,53.33,17,53.33,209,53.33,49.0,53.33,11,53.33,10,53.33,NA,NA,NA,NA,NA,NA
same5len,ROM406,2000-01-04,2005-01-04,5.0,32,54,20,54,49,54,125,54,49.0,54.0,49,54.0,10,54,79,54,NA,NA,117,54
same5len,ROM406,2005-01-04,2010-01-04,5.0,83,54,45,54,17,54,28,54,31.0,54.0,29,54.0,45,54,53,54,NA,NA,45,54
same5len,ROM406,2010-01-04,2015-01-04,5.0,21,54,11,54,10,54,96,54,11.0,54.0,90,54.0,7,54,45,54,NA,NA,65,54
same3len,ROM406,2006-01-04,2009-01-04,3.0,43,53.33,45,53.33,19,53.33,43,53.33,31.0,53.33,29,53.33,18,53.33,9,53.33,18,53.33,28,53.33
same3len,ROM406,2009-01-04,2012-01-04,3.0,56,53.33,11,53.33,17,53.33,17,53.33,11.0,53.33,11,53.33,28,53.33,28,53.33,NA,NA,28,53.33
same3len,ROM406,2012-01-04,2015-01-04,3.0,6,32,58,53.33,6,53.33,8,53.33,8.0,53.33,49,53.33,83,53.33,6,53.33,NA,NA,70,53.33
same3len,ROM406,2000-01-04,2003-01-04,3.0,32,32,64,53.33,49,53.33,64,53.33,17.0,53.33,44,53.33,60,53.33,62,53.33,NA,NA,8,53.33
same3len,ROM406,2003-01-04,2006-01-04,3.0,30,53.33,20,53.33,38,53.33,8,53.33,38.0,53.33,11,53.33,10,53.33,10,53.33,NA,NA,30,53.33
seg,SAL133,2009-05-12,2015-07-07,6.15,5,54,30,54.0,29,54,NA,NA,39.0,54.0,16,54.0,34,54,9,54,78,54,105,54
seg,SAL133,2018-06-12,2024-07-09,6.08,173,53.33,12,26.67,39,53.33,56,53.33,26.0,53.33,26,53.33,56,53.33,52,53.33,52,53.33,22,53.33
same5len,SAL133,2009-05-12,2014-05-12,5.0,5,54,30,54,29,54,NA,NA,199.0,54.0,30,54.0,89,54,52,54,74,54,105,54
same5len,SAL133,2018-06-12,2023-06-12,5.0,41,54,9,27,69,54,153,54,55.0,54.0,26,54.0,52,54,52,54,52,54,40,54
same3len,SAL133,2000-01-04,2003-01-04,3.0,14,53.33,51,53.33,18,53.33,8,53.33,21.0,53.33,51,80,57,53.33,9,53.33,19,53.33,4,53.33
same3len,SAL133,2012-05-12,2015-05-12,3.0,16,53.33,42,26.67,33,53.33,NA,NA,54.0,53.33,28,53.33,32,53.33,12,53.33,32,53.33,49,53.33
same3len,SAL133,2018-06-12,2021-06-12,3.0,53,53.33,9,26.67,48,53.33,NA,NA,9.0,53.33,26,53.33,71,53.33,52,53.33,84,53.33,6,53.33
same3len,SAL133,2021-06-12,2024-06-12,3.0,5,40,68,26.67,7,53.33,56,53.33,12.0,53.33,68,53.33,27,26.67,31,53.33,47,53.33,15,53.33
same3len,SAL133,2009-05-12,2012-05-12,3.0,7,53.33,30,53.33,26,53.33,5,53.33,30.0,53.33,62,26.67,31,26.67,52,53.33,22,53.33,87,53.33
seg,SAN189,2007-03-06,2014-01-28,6.9,16,53.57,37,53.57,NA,NA,6,53.57,14.0,53.57,206,53.57,175,53.57,46,53.57,27,53.57,114,53.57
same5len,SAN189,2007-03-06,2012-03-06,5.0,16,54,5,67.5,54,54,6,54,105.0,54.0,5,54.0,20,54,46,54,27,54,62,54
same3len,SAN189,2014-02-11,2017-02-11,3.0,4,22.86,29,9.41,59,53.33,8,53.33,37.0,53.33,11,53.33,8,53.33,15,53.33,4,53.33,7,53.33
same3len,SAN189,2018-03-13,2021-03-13,3.0,33,53.33,83,26.67,71,53.33,64,53.33,54.0,53.33,14,53.33,52,53.33,28,53.33,52,53.33,52,26.67
same3len,SAN189,2010-03-06,2013-03-06,3.0,16,80,32,53.33,5,53.33,6,53.33,82.0,53.33,73,53.33,60,53.33,54,53.33,58,53.33,NA,NA
same3len,SAN189,2007-03-06,2010-03-06,3.0,42,53.33,5,26.67,21,53.33,105,53.33,14.0,53.33,5,53.33,10,53.33,46,53.33,40,53.33,24,53.33
seg,SEK430,2008-08-26,2018-12-18,10.31,101,54,196,54.0,33,54,56,60,160.0,54.0,160,60.0,150,54,100,54,50,54,22,54
same5len,SEK430,2013-08-26,2018-08-26,5.0,8,54,8,54,33,54,160,67.5,8.0,54.0,160,54.0,48,54,50,54,50,54,48,54
same5len,SEK430,2008-08-26,2013-08-26,5.0,NA,NA,53,54,8,54,56,22.5,56.0,54.0,56,54.0,59,54,6,54,67,54,55,54
same3len,SEK430,2011-08-26,2014-08-26,3.0,NA,NA,14,53.33,53,53.33,42,53.33,98.0,32,42,32,14,53.33,57,53.33,11,53.33,11,53.33
same3len,SEK430,2008-08-26,2011-08-26,3.0,NA,NA,61,53.33,15,53.33,56,26.67,56.0,53.33,56,53.33,NA,NA,6,53.33,4,53.33,70,53.33
same3len,SEK430,2014-08-26,2017-08-26,3.0,6,53.33,110,53.33,NA,NA,12,53.33,108.0,53.33,9,53.33,50,53.33,38,53.33,50,53.33,10,53.33
same3len,SEK430,2005-04-05,2008-04-05,3.0,11,53.33,27,53.33,45,53.33,57,53.33,16.0,53.33,52,26.67,33,53.33,27,53.33,6,53.33,53,53.33
same3len,SHE604,2015-05-12,2018-05-12,3.0,5,26.67,61,32,122,53.33,8,53.33,51.0,26.67,34,26.67,49,53.33,8,53.33,49,53.33,20,53.33
same3len,SHE604,2019-01-22,2022-01-22,3.0,26,53.33,4,26.67,90,53.33,16,53.33,38.0,26.67,38,26.67,4,53.33,28,53.33,4,53.33,9,26.67
seg,SHN418,2014-12-02,2023-05-16,8.45,15,50,48,50.0,69,50,74,50,107.0,50.0,144,26.47,48,50,7,50,48,50,27,26.47
seg,SHN418,2005-06-07,2012-06-26,7.05,57,53.57,16,53.57,23,187.5,11,53.57,91.0,53.57,16,53.57,5,53.57,14,53.57,14,53.57,46,7.65
same5len,SHN418,2005-06-07,2010-06-07,5.0,66,54,16,54,23,135,113,54,52.0,54.0,16,54.0,72,54,19,54,44,54,46,27
same5len,SHN418,2014-12-02,2019-12-02,5.0,48,54,9,54,69,54,74,54,107.0,54.0,107,27.0,8,54,54,54,48,54,153,54
same3len,SHN418,2008-06-07,2011-06-07,3.0,9,53.33,16,53.33,4,160,11,53.33,20.0,160,16,53.33,5,53.33,40,53.33,50,53.33,8,53.33
same3len,SHN418,2001-01-16,2004-01-16,3.0,9,53.33,4,53.33,26,10.67,30,53.33,67.0,14.55,4,53.33,20,53.33,9,53.33,15,53.33,15,8.42
same3len,SHN418,2017-12-02,2020-12-02,3.0,15,53.33,39,53.33,21,53.33,74,53.33,29.0,53.33,39,26.67,19,53.33,54,53.33,19,53.33,36,12.31
same3len,SHN418,2005-06-07,2008-06-07,3.0,66,53.33,4,53.33,5,17.78,28,53.33,5.0,53.33,4,53.33,34,53.33,8,NA,48,53.33,48,26.67
same3len,SHN418,2014-12-02,2017-12-02,3.0,48,53.33,9,53.33,26,53.33,74,53.33,44.0,13.33,6,26.67,13,53.33,54,53.33,54,53.33,65,26.67
seg,SND152,2014-02-04,2024-07-09,10.43,106,52.36,81,52.36,93,52.36,97,52.36,61.0,52.36,103,52.36,81,26.18,149,52.36,61,52.36,7,52.36
seg,SND152,2004-07-06,2011-04-26,6.8,110,51.43,126,51.43,60,51.43,42,51.43,67.0,51.43,67,25.71,152,51.43,139,51.43,6,51.43,6,17.14
same5len,SND152,2004-07-06,2009-07-06,5.0,86,54,126,54,60,54,42,54,67.0,54.0,67,54.0,31,54,17,54,112,54,6,15.88
same5len,SND152,2019-02-04,2024-02-04,5.0,90,54,38,54,27,54,50,54,50.0,54.0,50,54.0,10,27,90,54,61,54,43,45
same5len,SND152,2014-02-04,2019-02-04,5.0,56,54,18,54,93,54,5,54,18.0,54.0,40,54.0,81,54,31,54,75,54,68,6.28
same3len,SND152,2014-02-04,2017-02-04,3.0,10,53.33,27,53.33,50,53.33,39,53.33,68.0,53.33,27,53.33,13,53.33,46,53.33,11,53.33,7,53.33
same3len,SND152,2017-02-04,2020-02-04,3.0,8,53.33,69,53.33,79,53.33,23,53.33,11.0,53.33,69,53.33,10,53.33,40,53.33,27,53.33,39,53.33
same3len,SND152,2020-02-04,2023-02-04,3.0,85,53.33,38,53.33,48,53.33,47,53.33,48.0,53.33,92,53.33,10,26.67,66,53.33,10,53.33,69,8.42
same3len,SND152,2007-07-06,2010-07-06,3.0,9,53.33,29,53.33,20,53.33,10,53.33,29.0,53.33,21,26.67,15,53.33,15,53.33,33,53.33,4,80
same3len,SND152,2004-07-06,2007-07-06,3.0,81,53.33,34,53.33,60,53.33,NA,NA,17.0,53.33,34,53.33,17,53.33,10,53.33,34,53.33,6,5.52
seg,SPD111,2006-01-03,2016-09-20,10.71,17,52.36,6,52.36,75,52.36,5,52.36,47.0,52.36,102,26.18,5,26.18,55,52.36,5,52.36,153,52.36
same5len,SPD111,2006-01-03,2011-01-03,5.0,22,54,106,54,56,54,52,54,142.0,54.0,4,54.0,76,54,55,54,147,54,19,54
same5len,SPD111,2011-01-03,2016-01-03,5.0,105,54,6,54,89,54,5,54,55.0,54.0,55,27.0,5,27,53,54,24,54,33,54
same3len,SPD111,2012-01-03,2015-01-03,3.0,6,53.33,24,53.33,21,53.33,46,53.33,55.0,53.33,31,26.67,4,26.67,42,53.33,24,53.33,33,53.33
same3len,SPD111,2009-01-03,2012-01-03,3.0,6,53.33,4,53.33,42,53.33,53,53.33,6.0,53.33,38,26.67,48,22.86,7,53.33,62,53.33,17,53.33
same3len,SPD111,2020-03-24,2023-03-24,3.0,41,53.33,35,26.67,15,53.33,21,53.33,31.0,53.33,16,26.67,5,26.67,52,53.33,35,26.67,27,53.33
same3len,SPD111,2006-01-03,2009-01-03,3.0,22,53.33,28,53.33,22,53.33,50,53.33,9.0,53.33,13,53.33,13,53.33,26,53.33,13,53.33,19,53.33
same3len,SPD111,2000-01-04,2003-01-04,3.0,42,53.33,4,53.33,28,53.33,39,53.33,24.0,53.33,9,53.33,24,32,52,53.33,24,53.33,56,53.33
