SITE_ID,variable,week,slope,intercept,n_obs,seasonal_mean
WA99,CA,33,-0.000418,0.9047,10,0.0631
WA99,CA,34,0.000723,-1.4094,12,0.0447
WA99,CA,35,0.000909,-1.7756,14,0.0532
WA99,CA,36,0.002076,-4.1167,14,0.0605
WA99,CA,37,-0.000541,1.1154,16,0.0276
WA99,CA,38,0.002999,-5.9739,17,0.0608
WA99,CA,39,-0.000253,0.5448,18,0.0354
WA99,CA,40,-0.000514,1.074,16,0.0388
WA99,CA,41,-0.000635,1.3121,18,0.0346
WA99,CA,42,0.000239,-0.454,19,0.0278
WA99,CA,43,-0.000822,1.6917,22,0.0377
WA99,CA,44,-0.000502,1.0304,20,0.0209
WA99,CA,45,0.000141,-0.2557,22,0.0287
WA99,CA,46,0.000307,-0.5975,15,0.02
WA99,CA,47,2.1e-05,-0.0196,21,0.0226
WA99,CA,48,0.000342,-0.6654,20,0.0224
WA99,CA,49,-0.000522,1.0758,20,0.0257
WA99,CA,50,-0.000309,0.645,23,0.0241
WA99,CA,51,-0.000461,0.9529,23,0.0254
WA99,CA,52,-0.00014,0.3106,20,0.0286
WA99,CA,53,0.000951,-1.9004,3,0.0126
WA99,CL,1,-0.005245,10.8383,21,0.2835
WA99,CL,2,0.010368,-20.6188,22,0.2474
WA99,CL,3,0.006319,-12.484,22,0.2322
WA99,CL,4,-0.024252,49.2354,20,0.4279
WA99,CL,5,0.003221,-6.2539,21,0.2292
WA99,CL,6,0.006039,-11.8419,20,0.3109
WA99,CL,7,0.010635,-21.1249,20,0.2777
WA99,CL,8,0.018918,-37.6754,20,0.398
WA99,CL,9,0.00741,-14.6023,22,0.3099
WA99,CL,10,-0.008793,18.0141,20,0.3176
WA99,CL,11,-0.018361,37.3105,18,0.3589
WA99,CL,12,-0.00321,6.7478,21,0.2883
WA99,CL,13,-0.009176,18.7806,20,0.3135
WA99,CL,14,0.002932,-5.6275,19,0.2741
WA99,CL,15,0.007646,-15.1036,17,0.2837
WA99,CL,16,8.5e-05,0.0788,17,0.2495
WA99,CL,17,-0.001958,4.2103,13,0.2699
WA99,CL,18,-0.002386,5.0313,14,0.2285
WA99,CL,19,0.000539,-0.8642,13,0.2207
WA99,CL,20,0.007881,-15.4287,9,0.4313
WA99,CL,21,0.004248,-8.2685,8,0.2801
WA99,CL,22,-0.003311,6.8852,13,0.2219
WA99,CL,23,-0.01745,35.4892,12,0.3702
WA99,CL,24,-0.001107,2.4515,12,0.2228
WA99,CL,25,0.003169,-6.1859,12,0.1915
WA99,CL,26,0.001126,-2.0902,9,0.1753
WA99,CL,27,0.010045,-20.1037,6,0.1118
WA99,CL,28,-0.001992,4.1777,10,0.1693
WA99,CL,29,-0.003867,7.9021,7,0.1203
WA99,CL,30,-0.000709,1.5587,5,0.1317
WA99,CL,31,-0.014548,29.4173,8,0.1392
WA99,CL,32,0.101605,-203.8074,12,0.6727
WA99,CL,33,-0.012886,26.0558,11,0.1219
WA99,CL,34,-0.007484,15.2213,12,0.1605
WA99,CL,35,0.001868,-3.6463,15,0.1126
WA99,CL,36,-0.001033,2.3029,14,0.223
WA99,CL,37,-0.010287,20.9211,16,0.2181
WA99,CL,38,-0.006606,13.5131,17,0.2185
WA99,CL,39,0.004094,-8.0202,18,0.2188
WA99,CL,40,0.003038,-5.6733,16,0.441
WA99,CL,41,-0.002364,5.1689,18,0.4122
WA99,CL,42,0.016722,-33.2387,19,0.4138
WA99,CL,43,-0.024007,48.6718,22,0.358
WA99,CL,44,-0.014947,30.3996,20,0.3191
WA99,CL,45,-0.005586,11.7696,22,0.5275
WA99,CL,46,-0.005253,10.7305,15,0.1597
WA99,CL,47,-0.013574,27.6515,21,0.3345
WA99,CL,48,0.004343,-8.4358,20,0.3054
WA99,CL,49,-0.016442,33.4313,20,0.3408
WA99,CL,50,-0.013402,27.3625,23,0.3911
WA99,CL,51,-0.011686,23.9015,23,0.383
WA99,CL,52,0.00896,-17.6573,20,0.3751
WA99,CL,53,0.003984,-7.9378,3,0.0791
WA99,K,1,0.000443,-0.8779,21,0.0136
WA99,K,2,0.000394,-0.783,22,0.0097
WA99,K,3,0.000376,-0.7473,22,0.0085
WA99,K,4,0.000186,-0.3615,20,0.0136
WA99,K,5,0.000357,-0.7083,21,0.011
WA99,K,6,0.000334,-0.6606,20,0.0119
WA99,K,7,0.000357,-0.7083,20,0.0095
WA99,K,8,0.000583,-1.1587,20,0.0149
WA99,K,9,0.000515,-1.0178,22,0.0178
WA99,K,10,-0.000342,0.7026,20,0.0153
WA99,K,11,-0.000156,0.3316,18,0.0168
WA99,K,12,0.001283,-2.5608,21,0.0204
WA99,K,13,0.000154,-0.2883,20,0.022
WA99,K,14,0.000113,-0.2076,19,0.0196
WA99,K,15,0.00038,-0.7368,17,0.0285
WA99,K,16,0.001416,-2.8187,17,0.0307
WA99,K,17,-0.000137,0.3321,13,0.0559
WA99,K,18,-0.00128,2.6296,14,0.0539
WA99,K,19,0.000555,-1.0947,13,0.0226
WA99,K,20,0.000555,-1.0863,9,0.0304
WA99,K,21,0.00014,-0.2575,8,0.0247
WA99,K,22,-0.000538,1.1142,13,0.0309
WA99,K,23,0.000315,-0.6051,12,0.0284
WA99,K,24,-0.000743,1.5357,12,0.0394
WA99,K,25,0.000806,-1.5822,12,0.0391
WA99,K,26,-0.014592,29.5226,9,0.1567
WA99,K,27,0.000348,-0.6842,6,0.0165
WA99,K,28,-0.002486,5.0488,10,0.0465
WA99,K,29,-0.001002,2.0449,7,0.0281
WA99,K,30,0.001226,-2.4383,5,0.029
WA99,K,31,-0.000446,0.9187,8,0.0202
WA99,K,32,0.000896,-1.7528,12,0.0501
WA99,K,33,4.8e-05,-0.0681,10,0.0289
WA99,K,34,0.000261,-0.5053,12,0.0191
WA99,K,35,0.000581,-1.1502,14,0.0185
WA99,K,36,0.002215,-4.4276,14,0.0291
WA99,K,37,-0.000162,0.3421,16,0.016
WA99,K,38,0.000201,-0.3882,17,0.0164
WA99,K,39,0.000265,-0.5166,18,0.0166
WA99,K,40,0.000787,-1.5491,16,0.0342
WA99,K,41,0.000156,-0.2969,18,0.018
WA99,K,42,0.000386,-0.755,19,0.0212
WA99,K,43,-0.000281,0.5842,22,0.0178
WA99,K,44,-0.000238,0.4932,20,0.0134
WA99,K,45,-3e-05,0.0776,22,0.0178
WA99,K,46,8.3e-05,-0.157,15,0.0107
WA99,K,47,0.000483,-0.9582,21,0.014
WA99,K,48,0.0009,-1.794,20,0.0167
WA99,K,49,-0.000251,0.5177,20,0.0127
WA99,K,50,-0.000106,0.225,23,0.0123
WA99,K,51,-0.000153,0.3208,23,0.0119
WA99,K,52,0.000699,-1.3924,20,0.0147
WA99,K,53,8.8e-05,-0.1728,3,0.0041
WA99,MG,1,-7.7e-05,0.1703,21,0.0145
WA99,MG,2,0.000705,-1.4033,22,0.0158
WA99,MG,3,0.000446,-0.8844,22,0.0139
WA99,MG,4,-0.000745,1.5249,20,0.0247
WA99,MG,5,0.000357,-0.7053,21,0.0139
WA99,MG,6,0.00052,-1.0251,20,0.021
WA99,MG,7,0.000823,-1.6382,20,0.0183
WA99,MG,8,0.001334,-2.66,20,0.025
WA99,MG,9,0.000661,-1.3099,22,0.0202
WA99,MG,10,-0.000578,1.1834,20,0.0207
WA99,MG,11,-0.001063,2.1629,18,0.0235
WA99,MG,12,-0.000113,0.2473,21,0.02
WA99,MG,13,-0.000549,1.1257,20,0.0212
WA99,MG,14,0.00019,-0.363,19,0.0198
WA99,MG,15,0.000434,-0.8488,17,0.0237
WA99,MG,16,0.000133,-0.2464,17,0.0212
WA99,MG,17,-0.000424,0.8809,13,0.0268
WA99,MG,18,0.000102,-0.1845,14,0.0198
WA99,MG,19,0.000237,-0.4585,13,0.018
WA99,MG,20,0.001042,-2.0676,9,0.0292
WA99,MG,21,0.0003,-0.582,8,0.0211
WA99,MG,22,-0.000579,1.1854,13,0.0195
WA99,MG,23,-0.001253,2.5473,12,0.0264
WA99,MG,24,-0.000125,0.2703,12,0.0179
WA99,MG,25,0.000213,-0.4134,12,0.0156
WA99,MG,26,-0.000188,0.3932,9,0.0148
WA99,MG,27,0.000522,-1.0398,6,0.0112
WA99,MG,28,-0.00043,0.8801,10,0.0146
WA99,MG,29,-0.000256,0.5266,7,0.0106
WA99,MG,30,-7.3e-05,0.1586,5,0.0108
WA99,MG,31,-0.000773,1.5675,8,0.0111
WA99,MG,32,0.007166,-14.3697,12,0.0529
WA99,MG,33,-0.000669,1.3596,10,0.0137
WA99,MG,34,-0.000151,0.3189,12,0.0148
WA99,MG,35,0.000402,-0.7974,14,0.0118
WA99,MG,36,0.000198,-0.3742,14,0.0239
WA99,MG,37,-0.000615,1.253,16,0.015
WA99,MG,38,-0.0003,0.6187,17,0.0152
WA99,MG,39,0.000352,-0.6921,18,0.0154
WA99,MG,40,0.000206,-0.3824,16,0.0323
WA99,MG,41,2.9e-05,-0.0313,18,0.0268
WA99,MG,42,0.00122,-2.4309,19,0.0248
WA99,MG,43,-0.001497,3.0377,22,0.0241
WA99,MG,44,-0.000706,1.4395,20,0.0183
WA99,MG,45,-0.000333,0.7025,22,0.0333
WA99,MG,46,-0.000283,0.5791,15,0.01
WA99,MG,47,-0.0006,1.2274,21,0.02
WA99,MG,48,0.000311,-0.6085,20,0.0183
WA99,MG,49,-0.000722,1.4733,20,0.0198
WA99,MG,50,-0.00048,0.9893,23,0.0232
WA99,MG,51,-0.000573,1.1762,23,0.0231
WA99,MG,52,0.000594,-1.174,20,0.0224
WA99,MG,53,0.000434,-0.8702,3,0.0034
WA99,NH4,1,-0.000479,0.9848,21,0.0218
WA99,NH4,2,-0.00086,1.7553,22,0.0242
WA99,NH4,3,0.000156,-0.2949,22,0.0185
WA99,NH4,4,0.000145,-0.2667,20,0.0244
WA99,NH4,5,0.000249,-0.4737,21,0.027
WA99,NH4,6,0.000786,-1.5471,20,0.035
WA99,NH4,7,-0.000833,1.6991,20,0.0235
WA99,NH4,8,-0.002077,4.2167,20,0.0363
WA99,NH4,9,-0.000223,0.4947,22,0.0463
WA99,NH4,10,-0.000126,0.2858,20,0.0325
WA99,NH4,11,0.001251,-2.4808,18,0.0368
WA99,NH4,12,0.001199,-2.3586,21,0.0539
WA99,NH4,13,-0.001232,2.5315,20,0.0519
WA99,NH4,14,-0.00151,3.0919,19,0.053
WA99,NH4,15,-0.001361,2.8218,17,0.0828
WA99,NH4,16,0.001868,-3.6855,17,0.0748
WA99,NH4,17,-0.003003,6.1336,13,0.0904
WA99,NH4,18,0.004924,-9.744,14,0.1649
WA99,NH4,19,0.002184,-4.2911,13,0.104
WA99,NH4,20,0.001485,-2.8799,9,0.1079
WA99,NH4,21,-0.001154,2.4227,8,0.1
WA99,NH4,22,-0.007918,16.0789,13,0.1438
WA99,NH4,23,0.001593,-3.1167,12,0.0899
WA99,NH4,24,0.002995,-5.8576,12,0.1704
WA99,NH4,25,0.003019,-6.0043,12,0.071
WA99,NH4,26,4.4e-05,0.0115,9,0.0995
WA99,NH4,27,-0.0093,18.8351,6,0.1187
WA99,NH4,28,0.004414,-8.7095,10,0.1729
WA99,NH4,29,-0.007701,15.6249,7,0.126
WA99,NH4,30,0.004121,-8.2273,5,0.0672
WA99,NH4,31,0.011108,-22.2191,8,0.1352
WA99,NH4,32,-0.005649,11.6169,12,0.249
WA99,NH4,33,0.004627,-9.1467,11,0.1657
WA99,NH4,34,0.00716,-14.29,12,0.1202
WA99,NH4,35,0.007477,-14.9403,15,0.1077
WA99,NH4,36,0.001183,-2.267,14,0.1132
WA99,NH4,37,-0.001625,3.3271,16,0.0576
WA99,NH4,38,0.001519,-3.0031,17,0.0536
WA99,NH4,39,-0.000109,0.2746,18,0.0554
WA99,NH4,40,-4.7e-05,0.1561,16,0.0619
WA99,NH4,41,2.6e-05,-0.0112,18,0.0417
WA99,NH4,42,0.001761,-3.5037,19,0.0396
WA99,NH4,43,-4.6e-05,0.1204,22,0.0283
WA99,NH4,44,-0.000108,0.2348,20,0.0181
WA99,NH4,45,-0.000727,1.4908,22,0.0279
WA99,NH4,46,0.000696,-1.3779,15,0.0222
WA99,NH4,47,0.00064,-1.2692,21,0.0188
WA99,NH4,48,0.001614,-3.2232,20,0.0254
WA99,NH4,49,-0.000561,1.1549,20,0.0253
WA99,NH4,50,9.5e-05,-0.1767,23,0.0154
WA99,NH4,51,-0.001163,2.364,23,0.0235
WA99,NH4,52,9.5e-05,-0.171,20,0.0198
WA99,NH4,53,0.000676,-1.3456,3,0.0145
WA99,NO3,1,-0.010179,20.6337,21,0.1486
WA99,NO3,2,-0.01362,27.6005,22,0.1906
WA99,NO3,3,-0.000565,1.3031,22,0.1654
WA99,NO3,4,0.005443,-10.6721,20,0.2829
WA99,NO3,5,-0.0011,2.3819,21,0.1684
WA99,NO3,6,0.000755,-1.201,20,0.3176
WA99,NO3,7,-0.003131,6.4812,20,0.1804
WA99,NO3,8,-0.007987,16.2793,20,0.2063
WA99,NO3,9,-0.007652,15.6822,22,0.2829
WA99,NO3,10,-0.013926,28.2392,20,0.2133
WA99,NO3,11,-0.000635,1.4639,18,0.1856
WA99,NO3,12,-0.00025,0.719,21,0.2152
WA99,NO3,13,-0.009251,18.8448,20,0.2272
WA99,NO3,14,-0.013406,27.3002,19,0.3202
WA99,NO3,15,-0.007153,14.7119,17,0.3168
WA99,NO3,16,-0.008133,16.7059,17,0.3377
WA99,NO3,17,-0.028078,56.9946,13,0.4865
WA99,NO3,18,0.004896,-9.3346,14,0.5191
WA99,NO3,19,0.00228,-4.2507,13,0.3388
WA99,NO3,20,0.007836,-15.4795,9,0.2911
WA99,NO3,21,-0.007124,14.7235,8,0.3858
WA99,NO3,22,-0.040355,81.8058,13,0.5909
WA99,NO3,23,-0.017464,35.4956,12,0.3485
WA99,NO3,24,-0.022111,44.9363,12,0.4382
WA99,NO3,25,0.002796,-5.2861,12,0.3414
WA99,NO3,26,-0.009151,18.8688,9,0.4517
WA99,NO3,27,-0.018296,37.1454,6,0.3248
WA99,NO3,28,-0.005222,10.8954,10,0.3856
WA99,NO3,29,-0.030887,62.7412,7,0.5819
WA99,NO3,30,0.003989,-7.8285,5,0.1988
WA99,NO3,31,-0.000341,1.0788,8,0.3922
WA99,NO3,32,-4.5e-05,0.7507,12,0.6601
WA99,NO3,33,-0.021429,43.7529,11,0.6273
WA99,NO3,34,-0.00214,4.6958,12,0.3895
WA99,NO3,35,-0.003722,7.9929,15,0.5017
WA99,NO3,36,-0.038952,78.8934,14,0.5026
WA99,NO3,37,-0.021402,43.4209,16,0.3501
WA99,NO3,38,-0.003801,7.9338,17,0.2839
WA99,NO3,39,0.000797,-1.2784,18,0.3255
WA99,NO3,40,-0.006777,13.9576,16,0.318
WA99,NO3,41,-0.002554,5.3988,18,0.2594
WA99,NO3,42,-0.003065,6.3671,19,0.1988
WA99,NO3,43,-0.009615,19.5257,22,0.1754
WA99,NO3,44,-0.006584,13.3896,20,0.1396
WA99,NO3,45,-0.012025,24.4064,22,0.2067
WA99,NO3,46,-0.000326,0.7874,15,0.1318
WA99,NO3,47,-0.003709,7.5849,21,0.121
WA99,NO3,48,0.007634,-15.1634,20,0.201
WA99,NO3,49,-0.016218,32.8987,20,0.2598
WA99,NO3,50,4.8e-05,0.0059,23,0.1032
WA99,NO3,51,-0.013748,27.8712,23,0.2029
WA99,NO3,52,-0.007021,14.3106,20,0.1811
WA99,NO3,53,-0.001071,2.2316,3,0.0753
WA99,SO4,1,-0.004958,10.0866,21,0.1083
WA99,SO4,2,-0.004401,8.9735,22,0.1156
WA99,SO4,3,-0.002379,4.8973,22,0.1087
WA99,SO4,4,-0.005218,10.663,20,0.1607
WA99,SO4,5,-0.002353,4.8527,21,0.1165
WA99,SO4,6,-0.003761,7.737,20,0.1689
WA99,SO4,7,-0.001598,3.3537,20,0.1379
WA99,SO4,8,-0.005707,11.6453,20,0.1593
WA99,SO4,9,-0.010993,22.3311,22,0.2079
WA99,SO4,10,-0.010629,21.564,20,0.1736
WA99,SO4,11,-0.011452,23.2487,18,0.2011
WA99,SO4,12,-0.008091,16.5043,21,0.2204
WA99,SO4,13,-0.020226,40.9837,20,0.2791
WA99,SO4,14,-0.009465,19.2893,19,0.2409
WA99,SO4,15,-0.005851,12.0345,17,0.2583
WA99,SO4,16,-0.005711,11.7392,17,0.2451
WA99,SO4,17,-0.014618,29.7873,13,0.3692
WA99,SO4,18,-0.007844,16.0974,14,0.3117
WA99,SO4,19,-0.009344,19.1253,13,0.3211
WA99,SO4,20,0.004074,-7.9053,9,0.2937
WA99,SO4,21,-0.013885,28.2624,8,0.3185
WA99,SO4,22,-0.036991,74.9135,13,0.4681
WA99,SO4,23,-0.019839,40.2874,12,0.3619
WA99,SO4,24,-0.015404,31.3645,12,0.3635
WA99,SO4,25,-0.004143,8.613,12,0.2743
WA99,SO4,26,-0.011497,23.5402,9,0.4017
WA99,SO4,27,-0.037969,76.8599,6,0.4478
WA99,SO4,28,-0.005348,11.1096,10,0.3473
WA99,SO4,29,-0.013532,27.566,7,0.3336
WA99,SO4,30,-0.007774,15.8827,5,0.2374
WA99,SO4,31,-0.017487,35.5183,8,0.3264
WA99,SO4,32,0.029482,-58.7402,12,0.5917
WA99,SO4,33,-0.020924,42.463,11,0.3528
WA99,SO4,34,-0.070896,143.2906,12,0.6115
WA99,SO4,35,-0.015702,31.9258,15,0.3254
WA99,SO4,36,-0.031478,63.7387,14,0.3892
WA99,SO4,37,-0.118183,238.6099,16,0.7661
WA99,SO4,38,-0.009709,19.7989,17,0.26
WA99,SO4,39,-0.014094,28.6383,18,0.2741
WA99,SO4,40,-0.004666,9.6695,16,0.2783
WA99,SO4,41,-0.007082,14.491,18,0.2391
WA99,SO4,42,-0.003081,6.4064,19,0.2058
WA99,SO4,43,-0.018755,37.9799,22,0.2345
WA99,SO4,44,-0.008612,17.4738,20,0.1418
WA99,SO4,45,-0.00768,15.6519,22,0.1962
WA99,SO4,46,-0.004428,9.0501,15,0.1386
WA99,SO4,47,-0.006213,12.6494,21,0.1461
WA99,SO4,48,-0.001005,2.1434,20,0.1204
WA99,SO4,49,-0.008963,18.1896,20,0.1518
WA99,SO4,50,-0.002513,5.1662,23,0.1083
WA99,SO4,51,-0.00674,13.6938,23,0.1288
WA99,SO4,52,-0.00341,7.0002,20,0.1384
WA99,SO4,53,0.000368,-0.6973,3,0.0435
WA99,Sodium,1,0.000226,-0.317,21,0.1379
WA99,Sodium,2,0.005603,-11.1401,22,0.1366
WA99,Sodium,3,0.003973,-7.8779,22,0.1188
WA99,Sodium,4,-0.009143,18.6083,20,0.2086
WA99,Sodium,5,0.002474,-4.8561,21,0.1229
WA99,Sodium,6,0.003137,-6.1405,20,0.1735
WA99,Sodium,7,0.005787,-11.4936,20,0.1524
WA99,Sodium,8,0.010262,-20.4345,20,0.217
WA99,Sodium,9,0.004455,-8.7994,22,0.1657
WA99,Sodium,10,-0.005044,10.3286,20,0.1775
WA99,Sodium,11,-0.010008,20.343,18,0.2012
WA99,Sodium,12,-0.001366,2.9108,21,0.1613
WA99,Sodium,13,-0.004743,9.7128,20,0.1675
WA99,Sodium,14,0.001996,-3.8637,19,0.1524
WA99,Sodium,15,0.004346,-8.584,17,0.1618
WA99,Sodium,16,-2e-06,0.1387,17,0.1357
WA99,Sodium,17,-0.001707,3.5912,13,0.1553
WA99,Sodium,18,-0.000715,1.5762,14,0.1372
WA99,Sodium,19,0.000871,-1.6345,13,0.1189
WA99,Sodium,20,0.006855,-13.5636,9,0.2322
WA99,Sodium,21,0.001818,-3.5012,8,0.1585
WA99,Sodium,22,-0.003266,6.7055,13,0.1323
WA99,Sodium,23,-0.009547,19.4239,12,0.2106
WA99,Sodium,24,0.000284,-0.4503,12,0.1221
WA99,Sodium,25,0.002257,-4.4393,12,0.1036
WA99,Sodium,26,0.000831,-1.5896,9,0.0835
WA99,Sodium,27,0.005325,-10.6594,6,0.0565
WA99,Sodium,28,-0.002171,4.4579,10,0.0892
WA99,Sodium,29,-0.0002,0.4615,7,0.0586
WA99,Sodium,30,-0.001037,2.1555,5,0.0691
WA99,Sodium,31,-0.008642,17.4617,8,0.0699
WA99,Sodium,32,0.055973,-112.2771,12,0.3699
WA99,Sodium,33,-0.007575,15.3105,10,0.0664
WA99,Sodium,34,-0.00421,8.5608,12,0.0878
WA99,Sodium,35,0.002134,-4.2314,14,0.0642
WA99,Sodium,36,-0.000739,1.6166,14,0.1302
WA99,Sodium,37,-0.005615,11.4197,16,0.1192
WA99,Sodium,38,-0.003765,7.702,17,0.1243
WA99,Sodium,39,0.00249,-4.8907,18,0.1209
WA99,Sodium,40,0.001826,-3.4203,16,0.2538
WA99,Sodium,41,0.000105,0.0058,18,0.2162
WA99,Sodium,42,0.00996,-19.829,19,0.2154
WA99,Sodium,43,-0.013215,26.7905,22,0.1949
WA99,Sodium,44,-0.007094,14.4433,20,0.1673
WA99,Sodium,45,-0.003257,6.8429,22,0.2871
WA99,Sodium,46,-0.002447,5.0103,15,0.0857
WA99,Sodium,47,-0.006708,13.6785,21,0.1793
WA99,Sodium,48,0.002576,-5.018,20,0.166
WA99,Sodium,49,-0.008269,16.819,20,0.177
WA99,Sodium,50,-0.005863,12.0047,23,0.2044
WA99,Sodium,51,-0.005847,11.9752,23,0.2084
WA99,Sodium,52,0.006122,-12.1246,20,0.1958
WA99,Sodium,53,0.002275,-4.5358,3,0.0421
WI06,CA,1,-0.302971,613.6037,5,0.9854
WI06,CA,2,-0.0172,35.021,4,0.2419
WI06,CA,3,0.0014,-2.6605,4,0.1704
WI06,CA,4,0.0046,-9.2232,4,0.0782
WI06,CA,5,0.866,-1749.4527,3,1.6331
WI06,CA,6,-0.078571,158.9697,3,0.0952
WI06,CA,7,0.046429,-93.5931,6,0.2873
WI06,CA,9,0.120543,-243.1475,4,0.5948
WI06,CA,10,0.008786,-17.5342,6,0.2308
WI06,CA,11,-0.0153,31.4276,5,0.4904
WI06,CA,12,-0.078029,158.1909,6,0.4141
WI06,CA,13,-0.222,449.832,6,0.9393
WI06,CA,14,-0.006314,13.2601,5,0.4931
WI06,CA,15,-0.005714,11.9167,3,0.3622
WI06,CA,16,0.048762,-97.9505,4,0.648
WI06,CA,17,-0.0743,150.672,5,0.4345
WI06,CA,18,-0.021261,43.1872,5,0.1962
WI06,CA,19,0.2575,-519.6133,3,1.0617
WI06,CA,20,0.387629,-782.7367,4,1.0634
WI06,CA,21,0.001385,-2.5763,6,0.2245
WI06,CA,22,0.002081,-3.4651,5,0.7429
WI06,CA,23,-0.077595,157.2631,4,0.3625
WI06,CA,24,0.0106,-20.7612,5,0.6724
WI06,CA,25,0.007752,-15.4983,6,0.1756
WI06,CA,26,0.003808,-7.259,5,0.4403
WI06,CA,27,0.028028,-56.3134,5,0.3609
WI06,CA,28,0.013829,-27.7546,6,0.2073
WI06,CA,29,-0.109161,221.6262,6,0.8974
WI06,CA,30,-0.031357,63.9006,7,0.4952
WI06,CA,31,-0.051826,105.051,6,0.2567
WI06,CA,32,-0.048069,97.4926,5,0.2953
WI06,CA,33,0.020929,-41.952,7,0.3664
WI06,CA,34,0.149286,-301.311,3,0.5505
WI06,CA,35,-0.070488,143.0089,5,0.4786
WI06,CA,36,0.0167,-33.3711,5,0.397
WI06,CA,37,0.2206,-445.3955,6,0.6663
WI06,CA,38,-0.361614,732.8525,6,1.6543
WI06,CA,39,0.030514,-61.3617,4,0.3393
WI06,CA,40,0.281103,-567.5114,5,0.8907
WI06,CA,41,0.15535,-313.4634,4,0.6603
WI06,CA,42,0.036071,-72.6281,3,0.3098
WI06,CA,43,0.021267,-42.7637,5,0.2395
WI06,CA,44,0.035211,-70.9879,3,0.2091
WI06,CA,45,-0.104286,211.1401,4,0.2704
WI06,CA,46,-0.013203,26.8904,4,0.1926
WI06,CA,47,-0.071571,145.3314,6,0.6112
WI06,CA,48,-0.012471,25.5421,6,0.3244
WI06,CA,49,-0.142457,288.6677,4,0.6138
WI06,CA,50,-0.006056,12.4805,6,0.2353
WI06,CA,51,-0.0145,29.5873,5,0.2677
WI06,CA,52,-0.055536,112.5311,7,0.2357
WI06,CL,1,-0.960529,1944.6263,5,2.3984
WI06,CL,2,-0.27,546.881,4,0.9305
WI06,CL,3,0.0366,-73.642,4,0.3646
WI06,CL,4,-0.0714,144.7108,4,0.3372
WI06,CL,5,-0.197,399.8293,3,1.4877
WI06,CL,6,-0.115571,233.9327,3,0.2428
WI06,CL,7,-0.060143,122.14,6,0.5288
WI06,CL,9,-0.003229,6.6832,4,0.1549
WI06,CL,10,-0.025607,51.9511,6,0.1725
WI06,CL,11,-0.0107,21.7746,5,0.1388
WI06,CL,12,-0.011371,23.1067,6,0.1132
WI06,CL,13,-0.0348,70.532,6,0.165
WI06,CL,14,-0.001105,2.343,5,0.1094
WI06,CL,15,0.019643,-39.5726,3,0.146
WI06,CL,16,0.00219,-4.3087,4,0.1205
WI06,CL,17,0.0233,-47.0326,5,0.0809
WI06,CL,18,0.004403,-8.8537,5,0.0493
WI06,CL,19,0.0185,-37.2917,3,0.1161
WI06,CL,20,0.009543,-19.2002,4,0.0958
WI06,CL,21,-0.009453,19.1806,6,0.0654
WI06,CL,22,0.000622,-1.1916,5,0.0653
WI06,CL,23,-0.008095,16.4226,4,0.0537
WI06,CL,24,0.0074,-14.8836,5,0.0795
WI06,CL,25,0.002323,-4.6423,6,0.0548
WI06,CL,26,-0.008885,18.0473,5,0.0823
WI06,CL,27,0.001509,-3.008,5,0.0442
WI06,CL,28,-0.0014,2.8697,6,0.0388
WI06,CL,29,-0.017646,35.7687,6,0.0879
WI06,CL,30,0.010964,-22.1202,7,0.05
WI06,CL,31,-0.00295,5.9999,6,0.0342
WI06,CL,32,-0.005871,11.9206,5,0.0498
WI06,CL,33,0.004607,-9.2668,7,0.049
WI06,CL,34,0.010357,-20.857,3,0.0855
WI06,CL,35,-0.006988,14.1709,5,0.0401
WI06,CL,36,-0.0118,23.8906,5,0.0305
WI06,CL,37,0.002557,-5.1184,6,0.0523
WI06,CL,38,-0.0035,7.1265,6,0.0494
WI06,CL,39,-0.005257,10.6544,4,0.0242
WI06,CL,40,0.012578,-25.3563,5,0.0761
WI06,CL,41,0.0001,-0.1352,4,0.067
WI06,CL,42,0.001286,-2.5653,3,0.0345
WI06,CL,43,-0.003629,7.3884,5,0.0498
WI06,CL,44,0.031658,-63.8717,3,0.1418
WI06,CL,45,-0.165943,335.757,4,0.214
WI06,CL,46,3.4e-05,0.1239,4,0.1925
WI06,CL,47,0.023821,-47.8639,6,0.3039
WI06,CL,48,0.050614,-102.1602,6,0.1838
WI06,CL,49,0.142914,-288.8644,4,0.1139
WI06,CL,50,-0.114963,232.8406,6,0.3815
WI06,CL,51,0.011,-21.9436,5,0.2988
WI06,CL,52,-0.050036,101.3911,7,0.2169
WI06,K,1,-0.023676,47.9508,5,0.076
WI06,K,2,-0.0,0.018,4,0.018
WI06,K,3,0.002,-4.0365,4,0.0076
WI06,K,4,0.0004,-0.8006,4,0.0083
WI06,K,5,0.015,-30.2873,3,0.0433
WI06,K,6,0.000214,-0.4201,3,0.0132
WI06,K,7,0.002429,-4.8936,6,0.0171
WI06,K,9,0.0112,-22.6132,4,0.0336
WI06,K,10,-0.001321,2.6884,6,0.0164
WI06,K,11,-0.0043,8.7308,5,0.036
WI06,K,12,-0.001171,2.3962,6,0.0275
WI06,K,13,-0.014714,29.8155,6,0.0626
WI06,K,14,-0.002512,5.1231,5,0.0445
WI06,K,15,-0.001714,3.5047,3,0.0384
WI06,K,16,0.006643,-13.3889,4,0.0432
WI06,K,17,0.003,-6.026,5,0.0401
WI06,K,18,0.000925,-1.8441,5,0.0271
WI06,K,19,0.02,-40.342,3,0.0988
WI06,K,20,0.007,-14.11,4,0.0443
